dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1729364400,2,243.66,0.0,7.45,64.37,5.54,2.15,2.79,0.85
1729368000,2,247.0,0.0,7.45,61.51,5.54,2.24,2.86,0.79
1729371600,2,243.66,0.0,7.37,60.08,5.48,2.28,2.96,0.73
1729375200,2,236.99,0.0,6.85,60.8,5.25,2.36,3.16,0.72
1729378800,2,233.65,0.0,6.68,61.51,5.3,2.64,3.56,0.75
1729382400,2,236.99,0.0,6.85,60.8,5.54,3.12,4.16,0.79
1729386000,1,240.33,0.0,7.2,58.65,5.96,3.72,5.09,0.9
1729389600,1,243.66,0.0,7.54,56.51,6.38,4.49,6.24,1.03
1729393200,1,247.0,0.0,7.71,55.07,6.5,5.69,7.58,1.04
1729396800,1,250.34,0.0,8.05,54.36,6.68,6.47,8.4,1.09
1729400400,1,260.35,0.0,8.74,53.64,6.85,7.29,9.12,1.06
1729404000,1,270.37,0.0,9.34,52.93,6.85,7.94,9.7,1.01
1729407600,1,270.37,0.01,9.68,50.78,6.97,8.22,9.97,0.95
1729411200,1,273.7,0.06,9.6,49.35,7.15,8.86,10.67,0.93
1729414800,1,273.7,0.15,9.51,47.92,7.21,9.75,11.53,0.89
1729418400,2,273.7,0.22,9.42,47.21,6.79,10.37,11.9,0.72
1729422000,1,273.7,0.29,10.02,44.35,6.74,9.5,10.72,0.58
1729425600,1,280.38,0.33,11.14,40.05,7.21,8.62,9.76,0.55
1729429200,1,283.72,0.43,11.82,36.84,7.87,9.06,10.42,0.55
1729432800,2,283.72,0.22,12.17,34.69,7.75,10.9,12.56,0.55
1729436400,2,283.72,0.06,12.17,34.69,7.21,12.0,13.73,0.54
1729440000,2,287.06,0.02,12.17,34.69,6.97,12.33,14.0,0.54
1729443600,2,293.73,0.02,11.82,34.33,6.85,12.68,14.22,0.54
1729447200,2,293.73,0.02,10.88,34.69,6.5,12.74,14.14,0.5
1729450800,2,293.73,0.01,10.37,35.41,6.32,13.33,14.51,0.42
1729454400,2,297.07,0.01,10.11,35.76,6.2,14.49,15.62,0.35
1729458000,2,293.73,0.01,9.77,37.55,5.9,15.72,16.81,0.28
1729461600,2,280.38,0.0,8.65,42.56,5.42,15.59,16.76,0.33
1729465200,2,273.7,0.0,8.48,47.92,6.32,15.66,17.33,0.44
1729468800,2,263.69,0.0,7.71,52.93,6.38,16.96,18.89,0.4
1729472400,2,257.02,0.0,6.17,60.08,5.13,15.73,17.29,0.39
1729476000,2,253.68,0.0,5.91,62.94,4.95,14.06,15.22,0.38
1729479600,2,253.68,0.0,6.08,61.51,5.07,12.38,13.4,0.38
1729483200,2,257.02,0.0,6.6,57.94,5.36,11.95,13.07,0.45
1729486800,2,263.69,0.0,7.2,54.36,5.48,11.5,12.85,0.54
1729490400,2,270.37,0.0,8.05,50.78,5.42,11.54,12.85,0.54
1729494000,2,270.37,0.01,8.14,48.64,5.3,10.49,11.5,0.51
1729497600,1,263.69,0.04,7.63,47.21,4.95,7.85,8.71,0.52
1729501200,1,257.02,0.09,7.2,45.42,4.35,4.78,5.54,0.54
1729504800,1,250.34,0.19,6.6,45.78,3.76,2.48,3.17,0.54
1729508400,1,240.33,0.14,6.17,48.64,3.4,1.22,1.92,0.55
1729512000,1,233.65,0.08,5.91,53.64,3.31,0.69,1.42,0.58
1729515600,1,226.97,0.05,5.48,58.65,3.22,0.5,1.29,0.57
1729519200,2,223.64,0.03,5.48,61.51,3.25,0.5,1.44,0.59
1729522800,2,223.64,0.01,5.74,62.23,3.25,0.6,1.81,0.66
1729526400,2,223.64,0.0,5.83,60.8,3.19,0.83,2.35,0.71
1729530000,1,223.64,0.0,5.44,59.37,2.95,0.95,2.63,0.73
1729533600,2,223.64,0.0,4.97,60.08,2.74,0.98,2.74,0.72
1729537200,2,223.64,0.0,4.58,62.23,2.65,0.99,2.74,0.66
1729540800,2,220.3,0.0,4.2,65.8,2.56,1.01,2.71,0.6
1729544400,2,220.3,0.0,3.86,68.66,2.44,1.01,2.78,0.52
1729548000,2,216.96,0.0,3.47,71.53,2.26,0.98,2.83,0.44
1729551600,2,216.96,0.0,3.26,73.67,2.26,0.93,2.77,0.4
1729555200,2,216.96,0.0,3.08,75.1,2.29,0.87,2.68,0.37
1729558800,2,216.96,0.0,3.17,75.1,2.44,0.91,2.73,0.36
1729562400,2,220.3,0.0,3.51,74.39,2.77,1.02,2.98,0.37
1729566000,2,220.3,0.0,3.98,72.96,3.22,1.12,3.25,0.4
1729569600,2,223.64,0.0,4.63,71.53,3.73,1.15,3.35,0.43
1729573200,2,230.31,0.0,5.57,69.38,4.23,1.15,3.29,0.48
1729576800,2,236.99,0.0,6.85,67.23,4.65,1.1,3.14,0.52
1729580400,2,240.33,0.01,7.71,65.8,5.19,1.04,2.99,0.55
1729584000,2,240.33,0.08,7.88,65.09,5.54,1.0,2.94,0.55
1729587600,2,236.99,0.2,7.8,63.66,5.66,1.0,3.01,0.57
1729591200,2,233.65,0.34,7.37,62.94,5.48,0.98,2.97,0.58
1729594800,2,230.31,0.59,6.6,62.23,4.95,0.99,2.99,0.59
1729598400,2,226.97,0.74,6.17,60.08,4.65,1.1,3.03,0.61
1729602000,1,226.97,0.66,6.0,58.65,4.53,1.17,2.91,0.6
1729605600,2,230.31,0.43,6.68,60.08,4.65,1.09,2.6,0.61
1729609200,2,230.31,0.1,7.45,62.23,4.65,0.93,2.19,0.62
1729612800,2,233.65,0.0,7.63,63.66,4.47,0.82,1.96,0.63
1729616400,2,233.65,0.0,6.85,65.09,3.99,0.73,1.76,0.59
1729620000,2,233.65,0.0,6.0,67.95,3.52,0.64,1.59,0.55
1729623600,2,230.31,0.0,5.01,73.67,3.13,0.55,1.42,0.47
1729627200,2,226.97,0.0,4.24,78.68,2.74,0.53,1.41,0.41
1729630800,2,223.64,0.0,3.64,80.11,2.38,0.59,1.61,0.34
1729634400,2,216.96,0.0,3.13,79.39,2.09,0.66,1.9,0.29
1729638000,2,216.96,0.0,2.87,77.25,2.06,0.69,2.09,0.28
1729641600,2,216.96,0.0,2.68,75.82,2.0,0.64,1.95,0.28
1729645200,2,216.96,0.0,2.57,76.53,1.97,0.5,1.51,0.29
1729648800,2,220.3,0.0,2.57,76.53,2.0,0.5,1.26,0.32
1729652400,2,220.3,0.0,2.72,77.25,2.18,0.5,1.13,0.35
1729656000,2,220.3,0.0,3.17,77.25,2.5,0.5,1.1,0.41
1729659600,2,226.97,0.0,4.11,75.82,2.98,0.5,1.14,0.52
1729663200,2,230.31,0.0,5.36,73.67,3.46,0.5,1.2,0.64
1729666800,2,233.65,0.04,6.25,71.53,3.93,0.5,1.28,0.71
1729670400,2,236.99,0.35,6.34,70.1,4.35,0.5,1.37,0.73
1729674000,2,236.99,0.66,6.0,69.38,4.65,0.5,1.48,0.74
1729677600,2,233.65,0.8,5.4,70.81,4.59,0.5,1.58,0.69
1729681200,2,230.31,0.75,4.76,72.96,4.17,0.5,1.6,0.61
1729684800,2,230.31,0.66,4.58,72.96,4.05,0.5,1.6,0.57
1729688400,2,226.97,0.49,4.54,72.24,3.81,0.5,1.59,0.54
1729692000,2,226.97,0.3,4.67,71.53,3.58,0.5,1.54,0.52
1729695600,2,226.97,0.06,5.01,72.96,3.34,0.5,1.55,0.54
1729699200,2,230.31,0.0,5.01,74.39,3.22,0.5,1.68,0.56
1729702800,2,230.31,0.0,4.63,75.82,2.95,0.53,1.75,0.55
1729706400,2,230.31,0.0,4.11,76.53,2.68,0.65,2.12,0.49
1729710000,2,230.31,0.0,3.9,77.25,2.59,0.82,2.62,0.44
1729713600,2,230.31,0.0,3.81,77.96,2.56,0.89,2.8,0.43
1729717200,2,226.97,0.0,3.77,77.25,2.53,0.94,2.93,0.4
1729720800,2,223.64,0.0,3.73,76.53,2.53,1.06,3.3,0.35
1729724400,2,223.64,0.0,3.81,76.53,2.71,1.16,3.6,0.33
1729728000,2,223.64,0.0,3.94,73.67,2.92,1.27,3.82,0.3
1729731600,2,223.64,0.0,4.07,70.1,3.01,1.32,3.82,0.29
1729735200,2,223.64,0.0,4.03,67.23,3.01,1.28,3.53,0.28
1729738800,2,220.3,0.0,4.11,64.37,3.07,1.22,3.32,0.28
1729742400,2,223.64,0.0,4.54,61.51,3.34,1.25,3.35,0.3
1729746000,1,230.31,0.0,5.57,57.94,3.81,1.37,3.64,0.36
1729749600,1,236.99,0.0,6.85,55.79,4.29,1.55,4.03,0.41
1729753200,1,240.33,0.03,7.63,55.07,4.77,1.74,4.47,0.44
1729756800,1,240.33,0.31,7.28,55.79,5.01,1.98,5.05,0.44
1729760400,1,240.33,0.73,6.68,56.51,5.07,2.35,5.79,0.46
1729764000,1,236.99,0.91,6.34,57.22,5.01,2.77,6.61,0.48
1729767600,1,236.99,0.87,6.08,56.51,4.83,2.99,7.22,0.51
1729771200,1,233.65,0.71,6.08,56.51,4.77,2.85,7.36,0.53
1729774800,1,230.31,0.47,6.0,59.37,4.47,2.24,6.39,0.51
1729778400,1,230.31,0.31,6.51,59.37,4.35,1.46,4.19,0.51
1729782000,1,233.65,0.07,7.54,58.65,4.29,0.99,2.6,0.53
1729785600,1,236.99,0.0,8.14,57.94,4.41,0.87,2.22,0.54
1729789200,1,243.66,0.0,8.23,56.51,4.53,0.88,2.21,0.5
1729792800,1,247.0,0.0,8.14,54.36,4.53,0.96,2.29,0.46
1729796400,1,247.0,0.0,7.8,53.64,4.59,1.16,2.51,0.45
1729800000,1,243.66,0.0,7.28,55.07,4.41,1.34,2.76,0.44
1729803600,1,240.33,0.0,6.77,55.79,4.11,1.42,2.88,0.41
1729807200,1,230.31,0.0,6.08,56.51,3.67,1.36,2.76,0.36
1729810800,1,226.97,0.0,5.4,56.51,3.34,1.32,2.64,0.33
1729814400,1,226.97,0.0,4.97,55.79,3.01,1.42,2.68,0.32
1729818000,1,230.31,0.0,5.06,52.21,2.92,1.77,3.08,0.34
1729821600,1,236.99,0.0,5.74,46.49,3.31,2.17,3.7,0.46
1729825200,1,240.33,0.0,6.0,45.42,3.73,2.27,3.82,0.57
1729828800,1,243.66,0.01,6.77,46.49,4.65,2.25,3.82,0.62
1729832400,1,253.68,0.01,8.23,46.49,5.66,2.32,4.04,0.64
1729836000,1,263.69,0.01,10.02,45.42,6.32,2.68,4.5,0.66
1729839600,1,270.37,0.07,11.48,42.92,7.15,3.49,5.43,0.69
1729843200,1,273.7,0.44,11.65,40.05,7.87,4.29,6.42,0.77
1729846800,1,270.37,0.89,11.65,37.91,8.58,5.11,7.39,0.83
1729850400,1,270.37,1.48,11.14,37.19,8.82,5.47,7.83,0.91
1729854000,1,270.37,2.21,10.8,37.91,9.18,5.27,7.63,1.01
1729857600,1,270.37,2.51,11.48,41.13,9.78,4.19,6.38,1.14
1729861200,1,273.7,2.24,13.02,43.63,10.85,3.54,5.7,1.14
1729864800,1,273.7,1.48,15.08,42.2,11.09,3.41,5.69,1.01
1729868400,1,277.04,0.3,16.62,42.2,10.37,3.26,5.48,0.85
1729872000,1,280.38,0.01,17.31,43.63,9.78,3.3,5.43,0.73
1729875600,1,287.06,0.01,16.45,44.7,9.3,3.64,5.84,0.68
1729879200,1,293.73,0.01,15.42,44.7,8.7,4.04,6.41,0.65
1729882800,1,297.07,0.01,15.25,42.92,8.46,4.34,6.87,0.62
1729886400,1,307.08,0.02,15.59,38.98,8.23,4.55,7.2,0.6
1729890000,1,303.75,0.02,15.42,35.05,7.57,4.6,7.08,0.55
1729893600,1,280.38,0.03,14.22,31.83,6.62,4.44,6.7,0.47
1729897200,1,263.69,0.02,12.0,29.68,5.48,4.21,6.47,0.38
1729900800,1,250.34,0.03,10.62,27.18,5.07,4.0,6.13,0.36
1729904400,1,247.0,0.04,10.02,24.32,5.13,3.83,5.87,0.36
1729908000,1,243.66,0.06,9.85,20.92,5.19,3.74,5.74,0.36
1729911600,1,243.66,0.11,10.37,17.88,5.6,3.75,5.8,0.38
1729915200,1,250.34,0.2,11.82,14.31,6.32,3.89,6.11,0.43
1729918800,1,287.06,0.65,14.91,9.12,7.45,4.25,6.77,0.56
1729922400,1,333.79,2.35,18.16,3.49,8.34,4.75,7.64,0.71
1729926000,1,377.18,5.59,19.19,0.75,9.3,5.2,8.43,0.78
1729929600,1,390.53,8.16,18.34,0.7,10.49,5.41,9.02,0.83
1729933200,1,373.84,8.27,17.99,1.72,12.16,5.39,9.47,0.9
1729936800,1,317.1,5.09,17.65,6.08,13.83,4.99,9.19,1.0
1729940400,1,287.06,3.97,15.25,11.09,12.99,4.73,8.58,0.98
1729944000,1,270.37,3.16,14.39,16.27,12.99,4.72,8.19,1.04
1729947600,1,290.39,3.16,14.91,15.02,10.13,5.15,8.32,0.85
1729951200,1,350.48,4.97,17.99,6.53,8.7,6.04,9.3,0.84
1729954800,1,413.89,9.5,21.08,0.95,8.94,7.18,10.76,1.01
1729958400,1,480.65,16.76,21.42,0.03,9.42,8.48,12.32,1.08
1729962000,1,520.71,17.66,20.39,0.02,8.94,9.47,13.37,0.84
1729965600,1,494.0,12.07,19.02,0.08,8.34,9.95,13.56,0.66
1729969200,2,440.6,7.38,18.34,0.14,8.23,10.71,13.54,0.56
1729972800,2,433.92,7.04,17.82,0.13,8.46,12.27,14.49,0.52
1729976400,2,413.89,6.2,17.82,0.25,8.58,13.76,15.53,0.47
1729980000,2,363.83,3.86,18.34,0.94,8.23,14.4,15.78,0.36
1729983600,2,320.43,1.68,17.65,2.77,8.11,13.88,15.02,0.33
1729987200,2,300.41,0.61,16.11,6.53,8.46,13.2,14.36,0.34
1729990800,2,290.39,0.27,14.22,11.27,8.58,12.72,13.95,0.37
1729994400,2,283.72,0.19,13.02,13.77,8.11,12.46,13.66,0.38
1729998000,2,280.38,0.21,12.68,13.77,8.11,12.53,13.65,0.42
1730001600,2,283.72,0.3,13.02,11.62,8.58,12.1,13.15,0.46
1730005200,2,287.06,0.44,13.37,10.01,8.82,10.62,11.74,0.52
1730008800,1,290.39,0.36,13.37,13.77,8.94,8.27,9.41,0.63
1730012400,1,277.04,0.04,10.88,34.33,7.33,6.56,7.62,0.58
1730016000,1,270.37,0.07,9.6,43.63,6.62,5.66,6.62,0.56
1730019600,1,263.69,0.13,8.05,52.21,6.02,4.53,5.36,0.49
1730023200,2,253.68,0.09,6.6,62.23,5.01,3.42,4.0,0.37
1730026800,2,250.34,0.1,6.43,64.37,4.83,2.63,3.12,0.32
1730030400,2,253.68,0.11,6.51,61.51,4.47,2.15,2.58,0.29
1730034000,1,263.69,0.08,7.37,53.64,4.47,2.23,2.61,0.29
1730037600,1,270.37,0.04,8.65,44.35,4.83,3.07,3.52,0.32
1730041200,1,273.7,0.02,9.25,40.05,4.65,4.77,5.27,0.32
1730044800,1,270.37,0.02,8.91,37.55,4.11,5.25,5.75,0.32
1730048400,1,267.03,0.02,7.63,35.41,3.13,3.76,4.22,0.28
1730052000,1,267.03,0.02,6.77,33.97,2.47,3.67,4.05,0.24
1730055600,1,257.02,0.01,5.74,39.34,2.15,4.26,4.67,0.24
1730059200,1,240.33,0.0,4.54,50.78,2.12,2.22,2.79,0.25
1730062800,2,226.97,0.0,3.47,60.08,2.06,0.71,1.34,0.26
1730066400,2,220.3,0.0,3.17,64.37,2.03,0.5,1.12,0.27
1730070000,2,216.96,0.0,3.0,66.52,1.97,0.5,1.12,0.25
1730073600,2,220.3,0.0,3.6,65.8,2.62,0.5,1.2,0.28
1730077200,2,220.3,0.0,3.47,66.52,2.65,0.5,1.22,0.28
1730080800,2,220.3,0.0,3.43,67.23,2.68,0.5,1.24,0.29
1730084400,2,216.96,0.0,3.38,68.66,2.77,0.5,1.32,0.3
1730088000,2,216.96,0.0,3.64,70.1,2.98,0.5,1.41,0.32
1730091600,2,216.96,0.0,4.03,70.81,3.25,0.5,1.51,0.33
1730095200,2,223.64,0.0,4.84,70.81,3.64,0.51,1.63,0.38
1730098800,2,230.31,0.01,5.91,70.81,4.11,0.58,1.79,0.45
1730102400,2,230.31,0.15,6.08,70.1,4.35,0.57,1.86,0.51
1730106000,2,230.31,0.27,5.83,70.1,4.53,0.51,1.78,0.55
1730109600,2,226.97,0.27,5.65,70.81,4.47,0.5,1.69,0.57
1730113200,2,223.64,0.27,5.74,70.81,4.53,0.5,1.67,0.59
1730116800,2,220.3,0.2,5.65,70.1,4.35,0.5,1.68,0.6
1730120400,2,223.64,0.2,6.25,68.66,4.77,0.52,1.85,0.66
1730124000,2,226.97,0.19,7.54,65.8,5.66,0.62,2.2,0.74
1730127600,2,230.31,0.04,8.48,62.94,5.96,0.7,2.42,0.77
1730131200,2,233.65,0.0,9.17,60.8,5.96,0.77,2.51,0.77
1730134800,2,233.65,0.0,8.91,60.8,5.48,0.81,2.49,0.7
1730138400,2,236.99,0.0,8.31,60.8,5.07,0.86,2.49,0.64
1730142000,1,243.66,0.0,9.6,55.79,5.6,0.99,2.59,0.6
1730145600,1,257.02,0.01,11.14,47.21,5.96,1.12,2.59,0.57
1730149200,1,260.35,0.02,11.14,38.98,5.72,1.16,2.35,0.57
1730152800,1,257.02,0.03,10.45,34.33,5.54,1.09,2.06,0.57
1730156400,1,243.66,0.02,9.68,35.05,5.36,0.92,1.78,0.52
1730160000,1,240.33,0.01,9.17,38.62,5.25,0.73,1.55,0.47
1730163600,1,247.0,0.01,9.0,41.13,4.53,0.63,1.44,0.4
1730167200,1,257.02,0.01,9.68,39.34,4.29,0.67,1.54,0.38
1730170800,1,270.37,0.02,10.97,37.19,4.77,0.73,1.69,0.46
1730174400,1,280.38,0.03,12.34,35.05,5.3,0.78,1.86,0.51
1730178000,1,293.73,0.04,15.59,31.83,6.68,0.93,2.2,0.54
1730181600,1,347.14,0.15,24.33,24.68,10.49,1.47,3.27,0.85
1730185200,1,427.25,1.03,39.76,12.7,16.69,2.52,5.2,1.38
1730188800,2,507.35,6.2,49.35,7.06,24.08,3.85,7.72,1.9
1730192400,2,554.08,12.85,52.78,9.48,34.33,5.22,10.44,2.53
1730196000,2,540.73,10.39,56.21,9.66,39.1,5.45,11.42,2.88
1730199600,2,453.95,5.98,47.3,15.2,29.56,3.91,10.01,2.37
1730203200,1,337.12,2.07,30.16,25.75,19.07,2.09,7.08,1.66
1730206800,1,263.69,0.39,14.57,41.13,10.13,1.24,4.07,0.92
1730210400,1,257.02,0.12,13.19,43.63,8.7,1.63,3.94,0.71
1730214000,1,253.68,0.02,12.34,46.49,7.45,1.76,3.86,0.65
1730217600,1,247.0,0.01,10.71,47.92,6.26,1.5,3.33,0.62
1730221200,1,243.66,0.01,10.37,45.78,5.72,1.42,3.18,0.57
1730224800,1,243.66,0.01,9.42,44.7,5.19,1.49,3.15,0.54
1730228400,1,243.66,0.01,8.48,43.99,4.77,1.58,3.14,0.51
1730232000,1,236.99,0.01,7.28,42.56,4.05,1.53,2.95,0.47
1730235600,1,230.31,0.01,6.34,42.56,3.43,1.45,2.74,0.4
1730239200,1,226.97,0.01,5.65,45.78,2.98,1.39,2.58,0.31
1730242800,1,220.3,0.0,5.1,49.35,2.68,1.32,2.43,0.25
1730246400,1,220.3,0.0,4.33,52.93,2.47,1.12,2.16,0.24
1730250000,1,216.96,0.0,3.86,54.36,2.38,0.99,2.14,0.23
1730253600,1,216.96,0.0,3.9,55.07,2.53,0.92,2.2,0.24
1730257200,1,216.96,0.0,4.28,52.93,2.77,0.93,2.25,0.26
1730260800,1,220.3,0.0,4.88,50.07,3.07,0.9,2.07,0.28
1730264400,1,220.3,0.0,5.1,52.21,3.28,0.69,1.57,0.35
1730268000,1,226.97,0.0,5.44,58.65,3.52,0.52,1.22,0.48
1730271600,2,233.65,0.01,6.25,63.66,3.81,0.5,1.18,0.62
1730275200,2,233.65,0.13,6.17,66.52,3.93,0.5,1.19,0.66
1730278800,2,233.65,0.38,5.4,67.23,3.78,0.5,1.19,0.64
1730282400,2,230.31,0.5,4.28,69.38,3.37,0.5,1.12,0.52
1730286000,2,226.97,0.53,3.98,70.1,3.37,0.5,1.11,0.47
1730289600,2,226.97,0.47,3.86,70.1,3.19,0.5,1.08,0.44
1730293200,2,226.97,0.34,4.41,69.38,3.4,0.5,1.11,0.46
1730296800,2,230.31,0.18,5.57,69.38,3.99,0.5,1.2,0.54
1730300400,2,230.31,0.02,6.25,70.1,4.17,0.5,1.25,0.59
1730304000,2,233.65,0.0,6.51,69.38,3.99,0.5,1.24,0.63
1730307600,2,233.65,0.0,6.51,69.38,3.76,0.5,1.22,0.67
1730311200,2,233.65,0.0,6.17,68.66,3.67,0.5,1.2,0.7
1730314800,2,236.99,0.0,6.08,67.95,3.73,0.5,1.18,0.72
1730318400,2,236.99,0.0,6.0,66.52,3.76,0.5,1.2,0.77
1730322000,2,240.33,0.0,5.91,65.09,3.76,0.5,1.2,0.81
1730325600,2,236.99,0.0,5.74,62.94,3.58,0.5,1.14,0.79
1730329200,2,230.31,0.0,5.44,61.51,3.34,0.5,1.09,0.73
1730332800,2,230.31,0.0,5.23,60.08,3.28,0.5,1.06,0.66
1730336400,1,230.31,0.0,5.18,58.65,3.49,0.5,1.12,0.64
1730340000,1,230.31,0.0,5.83,55.79,3.99,0.5,1.26,0.66
1730343600,1,233.65,0.0,6.68,53.64,4.71,0.5,1.42,0.66
1730347200,1,240.33,0.0,8.05,50.07,5.54,0.55,1.69,0.66
1730350800,1,250.34,0.01,10.11,45.06,6.44,0.71,2.2,0.64
1730354400,1,280.38,0.03,13.19,38.27,7.27,1.01,2.9,0.7
1730358000,1,317.1,0.11,17.82,30.4,8.34,1.36,3.62,0.82
1730361600,1,323.77,0.33,19.71,27.18,8.94,1.48,3.89,0.82
1730365200,1,307.08,0.55,17.48,31.83,9.06,1.31,3.61,0.77
1730368800,1,267.03,0.23,13.02,45.06,7.75,0.94,2.53,0.58
1730372400,1,257.02,0.25,12.17,43.99,7.27,0.86,2.12,0.51
1730376000,1,250.34,0.22,11.65,42.92,6.62,0.86,1.97,0.48
1730379600,1,240.33,0.12,9.85,48.64,5.42,0.93,1.95,0.43
1730383200,2,233.65,0.03,8.23,60.08,4.77,1.01,2.22,0.38
1730386800,2,226.97,0.0,6.6,64.37,3.93,0.96,2.3,0.33
1730390400,2,223.64,0.0,6.08,60.08,3.52,1.17,2.98,0.32
1730394000,1,223.64,0.0,6.0,57.22,3.37,1.51,3.72,0.32
1730397600,1,223.64,0.0,5.65,56.51,3.22,1.67,4.15,0.33
1730401200,1,223.64,0.0,5.48,55.79,3.22,1.67,4.25,0.34
1730404800,1,220.3,0.0,5.1,57.22,3.07,1.43,3.63,0.33
1730408400,1,220.3,0.0,4.63,59.37,2.95,1.1,2.78,0.33
1730412000,2,216.96,0.0,4.16,61.51,2.68,0.96,2.28,0.3
1730415600,2,210.29,0.0,3.6,62.94,2.35,0.92,2.01,0.25
1730419200,2,208.62,0.0,3.3,63.66,2.21,0.84,1.69,0.22
1730422800,2,208.62,0.0,3.08,63.66,2.15,0.73,1.43,0.22
1730426400,2,206.95,0.0,2.83,65.8,2.0,0.64,1.28,0.22
1730430000,2,208.62,0.0,2.63,67.95,1.85,0.54,1.14,0.23
1730433600,2,208.62,0.0,2.78,69.38,1.97,0.5,1.1,0.26
1730437200,2,210.29,0.0,3.26,68.66,2.29,0.5,1.1,0.3
1730440800,2,216.96,0.0,4.07,66.52,2.71,0.5,1.07,0.4
1730444400,2,223.64,0.0,5.27,62.94,3.19,0.5,1.0,0.47
1730448000,2,226.97,0.01,6.17,60.08,3.7,0.5,1.0,0.45
1730451600,1,230.31,0.04,6.85,57.22,4.23,0.5,1.05,0.4
1730455200,1,230.31,0.14,6.68,56.51,4.23,0.5,1.09,0.39
1730458800,1,223.64,0.21,5.06,57.22,3.31,0.5,0.94,0.38
1730462400,2,216.96,0.18,3.6,60.08,2.35,0.5,0.79,0.33
1730466000,2,220.3,0.12,2.78,65.8,1.86,0.5,0.72,0.27
1730469600,2,223.64,0.07,3.13,70.1,2.18,0.5,0.76,0.3
1730473200,2,226.97,0.01,3.43,74.39,2.41,0.5,0.81,0.33
1730476800,2,226.97,0.0,3.51,78.68,2.35,0.5,0.86,0.34
1730480400,2,223.64,0.0,3.3,82.25,2.15,0.5,0.9,0.33
1730484000,2,226.97,0.0,2.87,82.25,1.97,0.5,0.93,0.32
1730487600,2,230.31,0.0,2.61,80.82,1.91,0.5,0.92,0.31
1730491200,2,230.31,0.0,2.42,78.68,1.85,0.5,0.9,0.3
1730494800,2,230.31,0.0,2.33,77.96,1.8,0.5,0.88,0.3
1730498400,2,226.97,0.0,2.23,77.25,1.68,0.5,0.86,0.28
1730502000,2,223.64,0.0,1.93,75.82,1.46,0.5,0.81,0.24
1730505600,2,220.3,0.0,1.36,74.39,1.06,0.5,0.75,0.19
1730509200,2,220.3,0.0,1.24,73.67,1.0,0.5,0.71,0.18
1730512800,2,220.3,0.0,1.29,71.53,1.06,0.5,0.69,0.19
1730516400,2,220.3,0.0,1.36,70.1,1.13,0.5,0.69,0.2
1730520000,2,223.64,0.0,1.5,70.1,1.25,0.5,0.7,0.22
1730523600,2,226.97,0.0,1.74,71.53,1.45,0.5,0.73,0.24
1730527200,2,230.31,0.0,2.23,71.53,1.73,0.5,0.77,0.3
1730530800,2,236.99,0.0,2.87,71.53,2.0,0.5,0.81,0.35
1730534400,2,236.99,0.07,3.0,71.53,2.12,0.5,0.83,0.36
1730538000,2,233.65,0.2,2.72,71.53,2.15,0.5,0.83,0.35
1730541600,2,233.65,0.29,2.55,71.53,2.21,0.5,0.85,0.34
1730545200,2,230.31,0.33,2.48,70.81,2.24,0.5,0.86,0.32
1730548800,2,226.97,0.31,2.44,68.66,2.15,0.5,0.85,0.32
1730552400,2,230.31,0.3,2.91,65.09,2.47,0.5,0.89,0.36
1730556000,2,233.65,0.18,3.98,60.8,3.13,0.5,0.97,0.47
1730559600,1,236.99,0.03,4.84,57.22,3.49,0.5,1.03,0.55
1730563200,1,240.33,0.0,5.57,55.07,3.67,0.5,1.08,0.63
1730566800,1,247.0,0.01,6.08,52.93,3.78,0.5,1.14,0.71
1730570400,1,253.68,0.01,6.34,51.5,3.93,0.5,1.21,0.75
1730574000,1,260.35,0.01,6.77,50.07,4.17,0.5,1.29,0.75
1730577600,1,260.35,0.01,7.2,47.92,4.23,0.5,1.4,0.68
1730581200,1,260.35,0.01,7.45,46.49,4.23,0.5,1.45,0.57
1730584800,1,253.68,0.01,7.03,46.49,3.99,0.5,1.47,0.49
1730588400,1,243.66,0.01,6.25,47.92,3.7,0.5,1.48,0.44
1730592000,1,243.66,0.01,5.65,49.35,3.64,0.5,1.52,0.4
1730595600,1,240.33,0.0,5.23,50.78,3.52,0.5,1.56,0.36
1730599200,1,233.65,0.0,4.76,51.5,3.46,0.5,1.42,0.35
1730602800,1,233.65,0.0,4.71,52.21,3.52,0.5,1.29,0.32
1730606400,1,233.65,0.0,5.14,53.64,3.55,0.58,1.27,0.29
1730610000,1,240.33,0.0,6.0,52.93,3.81,0.69,1.44,0.3
1730613600,1,250.34,0.0,6.94,52.21,4.05,0.7,1.54,0.35
1730617200,1,257.02,0.01,7.45,54.36,4.17,0.64,1.58,0.39
1730620800,1,247.0,0.03,6.34,59.37,3.76,0.51,1.43,0.37
1730624400,2,236.99,0.08,5.06,63.66,3.31,0.5,1.37,0.33
1730628000,2,233.65,0.17,4.5,65.09,3.01,0.56,1.35,0.29
1730631600,2,233.65,0.3,4.71,62.94,3.16,0.67,1.46,0.31
1730635200,1,230.31,0.39,4.8,59.37,3.07,0.68,1.4,0.32
1730638800,1,226.97,0.27,4.37,58.65,2.74,0.55,1.14,0.34
1730642400,2,223.64,0.09,3.81,62.23,2.44,0.5,0.95,0.35
1730646000,2,223.64,0.0,3.3,65.8,2.12,0.5,0.84,0.34
